"FEDR_id","CASE_id","URL sprawy","TERYT","Nazwa","Typ","Województwo","Powiat","Liczba umów >= 10000","Liczba umów < 10000","Suma brutto umów >= 10000","Suma brutto < 10000"
1149,81433,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-179","0223022","DŁUGOŁĘKA","gmina","dolnośląskie","wrocławski",,,,
1150,81452,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-198","1205042","GORLICE","gmina","małopolskie","gorlicki",191,270,"27268276,85","819122,11"
1170,81506,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-252","2215062","LINIA","gmina","pomorskie","wejherowski",80,85,"5742074,1","291711,58"
1197,81460,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-206","1016053","INOWŁÓDZ","gmina","łódzkie","tomaszowski",,,,
1199,81461,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-207","2416032","IRZĄDZE","gmina","śląskie","zawierciański",41,63,"2086207,18","118545,58"
1203,81464,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-210","2811012","JANOWIEC KOŚCIELNY","gmina","warmińsko-mazurskie","nidzicki",10,14,"6319501,29","34277,7"
1211,81346,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-92","1422042","JEDNOROŻEC","gmina","mazowieckie","przasnyski",64,1120,"10674185,32","1539596,09"
1214,81348,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-94","1415052","KADZIDŁO","gmina","mazowieckie","ostrołęcki",170,563,"21761753,7","2966226,02"
1221,81482,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-228","2404052","KŁOMNICE","gmina","śląskie","częstochowski",,,,
1223,81484,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-230","1206052","KOCMYRZÓW-LUBORZYCA","gmina","małopolskie","krakowski",,,,
1229,81488,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-234","1210062","KORZENNA","gmina","małopolskie","nowosądecki",160,60,"49879535,57","205931,33"
1231,81489,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-235","3009082","KOŚCIELEC","gmina","wielkopolskie","kolski",,,,
1236,81494,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-240","1816092","KRASNE","gmina","podkarpackie","rzeszowski",74,100,"74942922,27","230419,74"
1239,81272,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-18","1812042","KRZESZÓW","gmina","podkarpackie","niżański",40,163,"615482,68","408105,85"
1241,81501,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-247","2411042","KRZYŻANOWICE","gmina","śląskie","raciborski",133,1858,"14566437,82","2554975,28"
1243,81502,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-248","1218042","LANCKORONA","gmina","małopolskie","wadowicki",35,132,"1570854,62","381465,78"
1249,81503,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-249","1601043","LEWIN BRZESKI","gmina","opolskie","brzeski",351,64,"941541,97","4496462,39"
1258,81511,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-257","0415042","LUBICZ","gmina","kujawsko-pomorskie","toruński",,,,
1259,81356,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-102","1437042","LUTOCIN","gmina","mazowieckie","żuromiński",,,,
1266,81526,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-272","2815052","MAŁDYTY","gmina","warmińsko-mazurskie","ostródzki",50,21,20974972,104672
1270,81530,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-276","2415082","MARKLOWICE","gmina","śląskie","wodzisławski",,,,
1271,81531,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-277","1810052","MARKOWA","gmina","podkarpackie","łańcucki",,,,
1274,81537,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-283","3015032","MIEDZICHOWO","gmina","wielkopolskie","nowotomyski",30,47,1227950,"190414,24"
1276,81541,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-287","3003072","MIELESZYN","gmina","wielkopolskie","gnieźnieński",,,,
1286,81557,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-303","0608092","NIEDŹWIADA","gmina","lubelskie","lubartowski",,,,
1287,81559,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-305","1609073","NIEMODLIN","gmina","opolskie","opolski",43,179,"1131608,31","474843,7"
1289,81561,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-307","2604133","NOWA SŁUPIA","gmina","świętokrzyskie","kielecki",108,94,"32724814,98","427474,69"
1305,81578,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-324","2606053","OŻARÓW","gmina","świętokrzyskie","opatowski",130,190,5400000,900000
1314,81592,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-338","1210142","PODEGRODZIE","gmina","małopolskie","nowosądecki",75,222,"4663523,87","899401,65"
1325,81599,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-345","2203062","PRZECHLEWO","gmina","pomorskie","człuchowski",,,,
1331,81611,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-357","1818042","RADOMYŚL NAD SANEM","gmina","podkarpackie","stalowowolski",67,36,"18047794,62","2348806,24"
1332,81614,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-360","1810062","RAKSZAWA","gmina","podkarpackie","łańcucki",5,8,"234745,1",26220
1340,81288,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-34","1608062","RUDNIKI","gmina","opolskie","oleski",,,,
1343,81624,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-370","1210152","RYTRO","gmina","małopolskie","nowosądecki",36,32,"16648901,28","132876,88"
1350,81628,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-374","2801063","SĘPOPOL","gmina","warmińsko-mazurskie","bartoszycki",32,41,"21873595,38","205493,38"
1352,81629,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-375","3209073","SIANÓW","gmina","zachodniopomorskie","koszaliński",,,,
1353,81630,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-376","0403072","SICIENKO","gmina","kujawsko-pomorskie","bydgoski",73,47,,
1357,81634,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-380","1601022","SKARBIMIERZ","gmina","opolskie","brzeski",48,7,"13148001,93","20929,04"
1372,81644,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-390","3010112","STARE MIASTO","gmina","wielkopolskie","koniński",176,797,"2235382,95","1769166,16"
1373,81645,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-391","2209082","STARE POLE","gmina","pomorskie","malborski",22,9,"7848815,66","43562,59"
1376,81800,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-546","3021143","STĘSZEW","gmina","wielkopolskie","poznański",,,,
1383,81803,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-549","0809063","SULECHÓW","gmina","lubuskie","zielonogórski",,,,
1391,81310,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-56","0221031","SZCZAWNO-ZDRÓJ","gmina","dolnośląskie","wałbrzyski",29,83,"1440184,55","355503,97"
1400,81809,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-555","3008072","TRZCINICA","gmina","wielkopolskie","kępiński",65,162,"2939416,08","578776,35"
1405,81813,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-559","1811092","TUSZÓW NARODOWY","gmina","podkarpackie","mielecki",51,20,"20041853,25","100763,74"
1406,81815,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-561","1817062","TYRAWA WOŁOSKA","gmina","podkarpackie","sanocki",26,74,"10596505,71","215500,69"
1409,81540,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-286","1811052","MIELEC","gmina","podkarpackie","mielecki",,,,
1412,81820,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-566","2215102","WEJHEROWO","gmina","pomorskie","wejherowski",229,1379,"82033894,06","1999296,7"
1432,81594,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-340","0612063","PONIATOWA","gmina","lubelskie","opolski",,,,
1440,81816,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-562","3212062","WARNICE","gmina","zachodniopomorskie","pyrzycki",44,38,"6012597,55","160895,85"
1441,81402,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-148","1416102","WĄSEWO","gmina","mazowieckie","ostrowski",,,,
1445,81821,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-567","2208052","WICKO","gmina","pomorskie","lęborski",33,17,"7755557,02","98488,78"
1450,81315,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-61","2609082","WILCZYCE","gmina","świętokrzyskie","sandomierski",47,65,"1618130,6","296541,14"
1451,81829,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-575","0612072","WILKÓW","gmina","lubelskie","opolski",26,21,"9558985,62","83322,48"
1462,81840,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-586","2408052","WYRY","gmina","śląskie","mikołowski",,,,
1469,81845,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-591","1817082","ZARSZYN","gmina","podkarpackie","sanocki",,,,
1478,81858,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-604","0614112","ŻYRZYN","gmina","lubelskie","puławski",8,49,"297670,21","89096,55"
1481,81582,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-328","2817043","PASYM","gmina","warmińsko-mazurskie","szczycieński",69,892,"2899526,29","1653984,71"
1482,81337,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-83","1419023","BODZANÓW","gmina","mazowieckie","płocki",43,158,"4328196,12","532586,07"
1492,81850,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-596","2403122","ZEBRZYDOWICE","gmina","śląskie","cieszyński",99,214,"18621827,93","1350087,71"
1512,81642,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-388","0413032","SOŚNO","gmina","kujawsko-pomorskie","sępoleński",24,53,"1284597,3","166669,05"
1516,81643,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-389","0611072","STANIN","gmina","lubelskie","łukowski",61,405,"21105245,27","1160242,09"
1519,81798,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-544","2210042","STEGNA","gmina","pomorskie","nowodworski",43,49,"1752205,65","186436,99"
1527,81804,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-550","1209073","SUŁKOWICE","gmina","małopolskie","myślenicki",75,176,"8875155,73","652027,27"
1538,81319,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-65","0262","Legnica","miasto na prawach powiatu","dolnośląskie","Legnica",,1890,,"3350125,43"
1575,81483,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-229","1012062","KOBIELE WIELKIE","gmina","łódzkie","radomszczański",43,84,"1895151,32","305293,4"
1578,81414,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-160","1811022","BOROWA","gmina","podkarpackie","mielecki",28,68,"1134334,62","237169,62"
1580,81415,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-161","2201012","BORZYTUCHOM","gmina","pomorskie","bytowski",19,9,"13415879,41","32123,65"
1581,81416,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-162","1602022","BRANICE","gmina","opolskie","głubczycki",111,2081,"5433883,3","2466683,1"
1585,81425,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-171","1609012","CHRZĄSTOWICE","gmina","opolskie","opolski",71,168,14779780,"606012,83"
1593,81440,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-186","2814042","DYWITY","gmina","warmińsko-mazurskie","olsztyński",,,,
1601,81812,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-558","3027082","TUREK","gmina","wielkopolskie","turecki",104,1703,"4714211,39","2122818,16"
1602,81257,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-3","2003042","BOĆKI","gmina","podlaskie","bielski",20,55,"571353,82","158681,55"
1608,81375,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-121","1429082","SOKOŁÓW PODLASKI","gmina","mazowieckie","sokołowski",41,49,"1917640,38","120042,85"
1612,81265,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-11","1216022","GROMNIK","gmina","małopolskie","tarnowski",76,253,"646029,85","834644,57"
1613,81455,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-201","0406012","GRUDZIĄDZ","gmina","kujawsko-pomorskie","grudziądzki",100,328,"3276445,22","1264157,82"
1622,81474,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-220","0223032","JORDANÓW ŚLĄSKI","gmina","dolnośląskie","wrocławski",,,,
1626,81480,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-226","2613012","KLUCZEWSKO","gmina","świętokrzyskie","włoszczowski",61,51,"24006914,18","212830,21"
1630,81485,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-231","0601062","KODEŃ","gmina","lubelskie","bialski",45,500,"18435969,87","1908772,37"
1645,81520,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-266","1210102","ŁOSOSINA DOLNA","gmina","małopolskie","nowosądecki",,,,
1647,81512,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-258","0416042","LUBIEWO","gmina","kujawsko-pomorskie","tucholski",33,16,"2508451,56","72050,36"
1649,81529,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-275","3214082","MARIANOWO","gmina","zachodniopomorskie","stargardzki",25,6,"713929,67","36435,84"
1650,81534,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-280","0205032","MĘCINKA","gmina","dolnośląskie","jaworski",72,163,"22101616,48","519738,81"
1651,81538,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-284","2406042","MIEDŹNO","gmina","śląskie","kłobucki",,,,
1658,81556,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-302","3003082","NIECHANOWO","gmina","wielkopolskie","gnieźnieński",45,27,"20833009,22","103567,65"
1660,81569,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-315","1601062","OLSZANKA","gmina","opolskie","brzeski",22,50,"875397,67","118758,95"
1671,81595,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-341","2406072","POPÓW","gmina","śląskie","kłobucki",42,27,"3379459,17","127014,2"
1672,81596,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-342","2819022","POZEZDRZE","gmina","warmińsko-mazurskie","węgorzewski",37,32,"1605731,44","116402,23"
1678,81612,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-358","3218032","RADOWO MAŁE","gmina","zachodniopomorskie","łobeski",33,71,"5260646,58","244135,73"
1681,81613,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-359","0615062","RADZYŃ PODLASKI","gmina","lubelskie","radzyński",,,,
1682,81617,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-363","2404152","RĘDZINY","gmina","śląskie","częstochowski",112,94,"32387115,09","2974490,16"
1686,81622,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-368","1216063","RYGLICE","gmina","małopolskie","tarnowski",102,515,"8603496,58","1315259,74"
1693,81373,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-119","1437052","SIEMIĄTKOWO","gmina","mazowieckie","żuromiński",7,9,"353137,1","52554,88"
1696,81641,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-387","2213112","SMĘTOWO GRANICZNE","gmina","pomorskie","starogardzki",,,,
1705,81808,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-554","2412052","ŚWIERKLANY","gmina","śląskie","rybnicki",34,25,"2218726,93","93849,37"
1719,81827,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-573","3010132","WIERZBINEK","gmina","wielkopolskie","koniński",76,921,"16735792,86","1185280,28"
1721,81828,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-574","2402093","WILAMOWICE","gmina","śląskie","bielski",129,196,"4886854,63","1028376,92"
1740,81264,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-10","1427022","GOZDOWO","gmina","mazowieckie","sierpecki",,,,
1745,81462,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-208","2606023","IWANISKA","gmina","świętokrzyskie","opatowski",15,18,"1378308,99","61488,85"
1752,81547,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-293","2611032","MIRZEC","gmina","świętokrzyskie","starachowicki",75,86,"26440159,73","180085,64"
1754,81553,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-299","1218052","MUCHARZ","gmina","małopolskie","wadowicki",,,,
1755,81576,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-322","1017062","OSTRÓWEK (woj. łódzkie)","gmina","łódzkie","wieluński",42,722,1711990,"791589,83"
1756,81580,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-326","0404052","PAPOWO BISKUPIE","gmina","kujawsko-pomorskie","chełmiński",48,34,"2127930,04","110854,77"
1759,81584,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-330","1011022","PĘCZNIEW","gmina","łódzkie","poddębicki",37,59,"1786412,64","159579,32"
1761,81602,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-348","2012042","PRZEROŚL","gmina","podlaskie","suwalski",49,10,"15114084,22","51730,98"
1762,81604,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-350","2009042","PUŃSK","gmina","podlaskie","sejneński",13,7,"1007359,58",61032
1764,81620,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-366","1804102","ROŹWIENICA","gmina","podkarpackie","jarosławski",,,,
1769,81341,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-87","1420052","DZIERZĄŻNIA","gmina","mazowieckie","płoński",58,60,"2393465,22","216320,99"
1773,81399,"https://fedrowanie.siecobywatelska.pl/sprawy/liczba-umow-zawieranych-przez-gminy-powiaty-wojewodztwa-i-ministerstwa-w-2024-roku-145","1411102","SZELKÓW","gmina","mazowieckie","makowski",,,,
