FEDR_id,CASE_id,CASE_url,Nazwa,Typ,Województwo,Powiat,Czy wydaje media,Lista mediów
1879,86904,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-1909,NOWINKA,samorząd gminy,podlaskie,augustowski,PRAWDA,"""tytul"",""typ"",""prowadzacy"",""data_od"",""data_do"",""linki""
""Wieści Gminne z Nowinki"",""kwartalnik"",""Gmina Nowinka"",""2020"","""","""""
1885,86457,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-1462,OPINOGÓRA GÓRNA,samorząd gminy,mazowieckie,ciechanowski,PRAWDA,"""GAZETA OPINOGÓRSKA"",""Kwartalnik"",""Gmina Opinogóra Górna"",""1996"","""","""""
1897,86483,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-1488,POŚWIĘTNE,samorząd gminy,mazowieckie,wołomiński,FAŁSZ,
1906,87200,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-2205,RAJCZA,samorząd gminy,śląskie,żywiecki,PRAWDA,"tytul,typ,prowadzacy,data_od,data_do,linki
""Informator Gminny – „W Naszej Gminie Rajcza”"",""gazeta/biuletyn"",""Urząd Gminy Rajcza"",""2011"",,""""
""Strona Internetowa www.rajcza.pl"",""inne - strona internetowa"",""Urząd Gminy Rajcza"",""2011"",,""www.rajcza.pl""
""Aplikacja Gminna Gmina Rajcza"",""inne - aplikacja mobilna"",""Urząd Gminy Rajcza oraz CKiS Rajcza"",""2021"",,""""
""Fanpage Gmina Rajcza"",""inne - profil w mediach społecznościowych"",""Urząd Gminy Rajcza"",""2024"",,""""
""Fanpage Aktywna Rajcza"",""inne - profil w mediach społecznościowych"",""Urząd Gminy Rajcza"",""2024"",,"""""
1917,87218,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-2223,ŚLEMIEŃ,samorząd gminy,śląskie,żywiecki,FAŁSZ,
1945,85926,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-931,ZABÓR,samorząd gminy,lubuskie,zielonogórski,PRAWDA,"""Plotołamacz"",""inne - kwartalnik"",""Urząd Gminy Zabór"",""2015"","""",""https://www.gminazabor.pl/system/obj/3525_plotolamacz_wyd11.pdf"""
1953,86848,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-1853,Brańsk,samorząd gminy,podlaskie,bielski,PRAWDA,"""BRAŃSKIE WIEŚCI"",""biuletyn informacyjny"",""Miejski Ośrodek Kultury"",""styczeń 2020"",""luty 2024"",""https://archiwum.bransk.um.gov.pl/kultura/miejski-osrodek-kultury-w-bransku/biuletyninformacyjny.html"""
1961,85938,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-943,BEŁCHATÓW,samorząd gminy,łódzkie,bełchatowski,PRAWDA,"""www.Bełchatów.pl Warto Wiedzieć Więcej"",""biuletyn informacyjny"",""Zespół ds. Informacji Społecznej"",""kwiecień 2015"",,""https://belchatow.pl/www-belchatow-pl-warto-wiedziec-wiecej/"""
1964,86845,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-1850,Bielsk Podlaski,samorząd gminy,podlaskie,bielski,PRAWDA,"""Biuletyn Urzędu Miasta Bielsk Podlaski \""Informator Bielski\"""",""biuletyn"",""Urząd Miasta Bielsk Podlaski"",""2016"",""2024"",""https://umbielskpodlaski.pl/nasze-miasto/informator-bielski/"""
1965,86117,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-1122,BOBOWA,samorząd gminy,małopolskie,gorlicki,FAŁSZ,"tytul,typ,prowadzacy,data_od,data_do,linki
""Nasza Bobowa"",""Portal internetowy"",""Centrum Kultury i Promocji Gminy Bobowa"",""2012"",""Nie dotyczy"",""https://naszabobowa.pl/"""
1966,86686,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-1691,BOGUCHWAŁA,samorząd gminy,podkarpackie,rzeszowski,FAŁSZ,"""Wiadomości Boguchwalskie"",""Biuletyn informacyjny"",""Urząd Miejski w Boguchwale"",""1999"","""",""www.boguchwala.pl|Podkarpacka Biblioteka Cyfrowa""
""Aktualności Boguchwalskie"",""Cykl filmowy/informator wideo"",""Urząd Miejski w Boguchwale"",""5 maja 2020"","""",""Playlista Aktualności Boguchwalskie|Aktualności na stronie Gminy""
""Transmisje i nagrania z sesji Rady Miejskiej w Boguchwale"",""Transmisje online/nagrania wideo"",""Urząd Miejski w Boguchwale"","""","""",""Sesje Rady Miejskiej w Boguchwale|Gmina Boguchwała YouTube""
""Boguchwalscy Sportowcy"",""Cykl filmów wideo"",""Urząd Miejski w Boguchwale"",""2020"","""",""Facebook - Boguchwalscy Sportowcy|Boguchwalscy Sportowcy na stronie Gminy""
""Oficjalny profil Gminy Boguchwała"",""Profile w mediach społecznościowych"",""Gmina Boguchwała"","""","""",""Facebook: Profil Gminy Boguchwała|Instagram: Profil Gminy Boguchwała na Instagramie"""
1968,86960,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-1965,BRUSY,samorząd gminy,pomorskie,chojnicki,FAŁSZ,"""tytul"",""typ"",""prowadzacy"",""data_od"",""data_do"",""linki""
""www.brusy.pl"",""strona internetowa"",""Urzad Miejski w Brusach"",""styczeń 2023"",""grudzień 2024"",""http://www.brusy.pl/""
""Wieści Gminne"",""biuletyn informacyjny online"",""Urząd Miejski w Brusach"",""styczeń 2023"",""grudzień 2024"",""https://www.brusy.pl/aktualnosci-3/kwartalniki""
""Wieści z Zaborów"",""telewizja"",""Urząd Miejski w Brusach we współpracy z Telewizją Kablową Brusy"",""styczeń 2023"",""grudzień 2024"",""https://www.youtube.com/@miastoigminabrusy907/videos""
""Miasto i Gmina Brusy"",""konto na portalu społecznościowym Facebook"",""Urząd Miejski w Brusach"",""styczeń 2023"",""grudzień 2024"",""https://www.facebook.com/MiastoiGminaBrusy""
""Miasto i Gmina Brusy"",""kanał na portalu YouTube"",""Urząd Miejski w Brusach"",""styczeń 2023"",""grudzień 2024"",""https://www.youtube.com/@miastoigminabrusy907/videos""
""Biuletyn Informacji Publicznej Urzędu Miejskiego w Brusach"",""strona internetowa"",""Urzad Miejski w Brusach"",""styczeń 2023"",""grudzień 2024"",""https://bip.brusy.pl/"""
1973,86322,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-1327,CIECHANÓW,samorząd gminy,mazowieckie,ciechanowski,PRAWDA,"""Gazeta Samorządu Miasta Ciechanów"",""biuletyn informacyjny"",""Gmina Miejska Ciechanów"",""1992"","""",https://www.umciechanow.pl/samorzad/gazeta_samorzadu_miasta"
1974,86852,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-1857,CZARNA BIAŁOSTOCKA,samorząd gminy,podlaskie,białostocki,PRAWDA,"""miesięcznik Rozmaitości"",""gazeta"",""Gmina Czarna Białostocka"",""październik 1991 r."","""","""""
1990,86383,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-1388,KARCZEW,samorząd gminy,mazowieckie,otwocki,PRAWDA,"""Głos Karczewa"",""Dwumiesięcznik"",""Urząd Miejski w Karczewie"",""1988"","""",""https://karczew.pl/asp/glos-karczewa,345,,1"""
1992,86880,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-1885,KNYSZYN,samorząd gminy,podlaskie,moniecki,PRAWDA,"""Nowy Goniec Knyszyński"",""Miesięcznik Turystyczno Kulturalny"",""Urząd Miejski w Knyszynie"",""grudzień 1994 r."",,""https://www.knyszyn.pl/asp/nowy-goniec-knyszynski---pdf,9,,1"""
1996,87537,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-2542,KOSTRZYN,samorząd gminy,wielkopolskie,poznański,FAŁSZ,"tytul,typ,prowadzacy,data_od,data_do,linki
""Kostrzyńskie ABC"",""Biuletyn informacyjny"",""Miejsko - Gminny Ośrodek Kultury w Kostrzynie"",""1991"",""2024"",""https://kostrzyn-mgok.pl/kostrzynskie-abc/""
""kostrzyn.wlkp.pl"",""strona internetowa"",""Urząd Miejski w Kostrzynie"",""2005"","""",https://kostrzyn.wlkp.pl/""
""Gmina Kostrzyn"",""Profil na platformie Facebook"",""Urząd Miejski w Kostrzynie"",""2012"","""",https://www.facebook.com/Kostrzyn.Gmina/?locale=pl_PL""
""kostrzyn-mgok.pl"",""strona internetowa"",""Miejsko Gminny Ośrodek Kultury"",""2019"","""",https://kostrzyn-mgok.pl/""
""Miejsko – Gminny Ośrodek Kultury w Kostrzynie"",""Profil na platformie Facebook"",""Miejsko Gminny Ośrodek Kultury w Kostrzynie"",""2013"","""",https://www.facebook.com/MGOK.Kostrzyn/?locale=pl_PL""
""gostir-kostrzyn.pl"",""strona internetowa"",""Gminny Ośrodek Sportu, Turystyki i |Rekreacji w Kostrzynie"",""2024"","""",https://gostir-kostrzyn.pl/""
""Gminny Ośrodek Sportu, Turystyki i Rekreacji w Kostrzynie"",""Profil na platformie Facebook"",""Gminny Ośrodek Sportu, Turystyki i Rekreacji w Kostrzynie"",""2024"","""",https://www.facebook.com/gostir.kostrzyn/""
""zkkostrzyn.pl"",""strona internetowa"",""Zakład Komunalny w Kostrzynie"",""2015"","""",https://www.zkkostrzyn.pl/""
""Zakład Komunalny w Kostrzynie"",""Profil na platformie Facebook"",""Zakład Komunalny w Kostrzynie"",""2015"","""",https://www.facebook.com/zkkostrzyn/?locale=pl_PL""
""biblioteka-kostrzyn.pl"",""Strona internetowa"",""Biblioteka Publiczna Miasta i Gminy Kostrzyn"",""2015"","""",https://biblioteka-kostrzyn.pl/""
""Biblioteka Publiczna w Kostrzynie"",""Profil na platformie Facebook"",""Biblioteka Publiczna Miasta i Gminy Kostrzyn"",""2017"","""",https://www.facebook.com/p/Biblioteka-Publiczna-w-Kostrzynie-100067078874568/?locale=pl_PL"""
2002,87155,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-2160,ŁAZY,samorząd gminy,śląskie,zawierciański,PRAWDA,"""Echa Łaz"",""gazeta"",""Gmina Łazy"",""1992-07"","""",""https://www.facebook.com/EchaLaz1"""
2003,87148,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-2153,LĘDZINY,samorząd gminy,śląskie,bieruńsko-lędziński,PRAWDA,"""Gazeta Miejska Lędziny"",""gazeta"",""Urząd Miasta Lędziny"",""2003 roku"","""","""""
2004,86637,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-1642,LEŚNICA,samorząd gminy,opolskie,strzelecki,PRAWDA,"""Wiadomości Leśnickie"",""czasopismo"",""Gmina Leśnica"",""1994"","""","""""
2007,87151,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-2156,LUBLINIEC,samorząd gminy,śląskie,lubliniecki,FAŁSZ,"""tytul"",""typ"",""prowadzacy"",""data_od"",""data_do"",""linki""
""Nowiny Lublinieckie"",""czasopismo samorządowe"",""Urząd Miejski w Lublińcu"",""maj 1990"","""",https://www.lubliniec.eu/nowiny-lublinieckie
""Miasto Lubliniec"",""fanpage na Facebooku"",""Urząd Miejski w Lublińcu"",""2013-02-27"","""",https://www.facebook.com/MiastoLubliniecOfficial/
""Nowiny Lublinieckie"",""fanpage na Facebooku"",""Urząd Miejski w Lublińcu"",""2018-10-03"","""",https://www.facebook.com/profile.php?id=100064261380350
""@miastolubliniec"",""profil na Instagramie"",""Urząd Miejski w Lublińcu"",""kwiecień 2017"","""",https://www.instagram.com/invites/contact/?utm_source=ig_contact_invite&utm_medium=copy_link&utm_content=2ccjsdq
""@miastolubliniec"",""profil na TikTok"",""Urząd Miejski w Lublińcu"",""marzec 2021"","""",https://www.tiktok.com/@miastolubliniec?_t=ZN-8vwCf8IK80t&_r=1"
2008,87159,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-2164,MIASTECZKO ŚLĄSKIE,samorząd gminy,śląskie,tarnogórski,PRAWDA,"""Wieści z Miasteczkowskiego Ratusza"",""biuletyn informacyjny"",""Urząd Miejski w Miasteczku Śląskim"",""sierpień 2024 r."",""do nadal"",""https://miasteczko-slaskie.pl/wiesci-z-ratusza/2024"""
2009,87638,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-2643,SŁUPCA,samorząd gminy,wielkopolskie,słupecki,PRAWDA,"""Informator Słupecki"",""biuletyn informacyjny"",""Miejski Dom Kultury"",""2009"",""nadal"",""https://miasto.slupca.pl/asp/informator-slupecki,63,,1"""
2011,87750,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-2755,MIĘDZYZDROJE,samorząd gminy,zachodniopomorskie,kamieński,PRAWDA,"""Informator Samorządowy Gminy Międzyzdroje"",""gazeta - miesięcznik"",""Referat Promocji, Kultury i Turystyki"",""2011"","""",""https://miedzyzdroje.pl/aktualnosci/kategoria/informator-samorzadowy-gminy-miedzyzdroje"""
2019,87587,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-2592,OBORNIKI,samorząd gminy,wielkopolskie,obornicki,FAŁSZ,"""Miesięcznik """"Nasze Oborniki"""""",""Miesięcznik"",""Biuro Promocji i Sportu Urzędu Miejskiego w Obornikach"",""2011"","""",""https://www.oborniki.pl/nasze-oborniki/""
""Oborniki.pl"",""Strona internetowa"",""Biuro Promocji i Sportu Urzędu Miejskiego w Obornikach"",""2009"","""",""https://www.oborniki.pl/""
""Biuletyn Informacji Publicznej Urzędu Miejskiego"",""Biuletyn"",""Wydział Informatyzacji i Cyfryzacji Urzędu Miejskiego"",""2015"","""",""https://bip.umoborniki.nv.pl/m,205,informacje-podstawowe.html""
""Obornicki Mix Informacyjny"",""Telewizja internetowa"",""Biuro Promocji i Sportu Urzędu Miejskiego w Obornikach"",""2020"",""2024"",""https://www.youtube.com/@gminaoborniki3780""
""Obornickie Wiadomości Sportowe"",""Telewizja internetowa"",""Biuro Promocji i Sportu Urzędu Miejskiego w Obornikach"",""2020"",""2024"",""""
""ROS Oborniki"",""Strona internetowa"",""Wydział Ochrony Środowiska i Rolnictwa w Urzędzie Miejskim w Obornikach"",""2022"","""",""https://ros.oborniki.pl/""
""www.sp2.oborniki.pl"",""Strona internetowa"",""Szkoła Podstawowa nr 2 im. Wojska Polskiego w Obornikach"",""2011"","""",""www.sp2.oborniki.pl""
""Biuletyn Informacji Publicznej Szkoły Podstawowej nr 2 im. Wojska Polskiego w Obornikach"",""Biuletyn informacji"",""Szkoła Podstawowa nr 2 im. Wojska Polskiego w Obornikach"",""2017"","""",""https://sp2oborniki.biposwiata.pl/""
""sp3.oborniki.pl"",""strona internetowa"",""Szkoła Podstawowa nr 3 im. Adama Mickiewicza w Obornikach"",""2016"","""",""https://sp3.oborniki.pl/""
""Biuletyn Informacji Publicznej Szkoły Podstawowej nr 3 im. Adama Mickiewicza w Obornikach"",""biuletyn informacji"",""Szkoła Podstawowa nr 3 im. Adama Mickiewicza w Obornikach"",""2024"","""",""https://sp3oborniki.naszbip.pl/""
""zs.oborniki.pl"",""biuletyn informacji publicznej"",""Szkoła Podstawowa nr 4 im. UNICEF w Obornikach"",""2011"","""",""https://zs.oborniki.pl/""
""Biuletyn Informacji Publicznej Szkoły Podstawowej nr 4"",""Biuletyn informacji publicznej"",""Szkoła Podstawowa nr 4 im. UNICEF w Obornikach"",""2011"","""",""https://zsoborniki.biposwiata.pl/""
""www.spsycyn.pl"",""Strona internetowa"",""Zespół Szkolno-Przedszkolny w Sycynie"",""2017"","""",""http://spsycyn.pl/""
""Biuletyn Informacji Publicznej Zespołu Szkolno-Przedszkolnego w Sycynie"",""Biuletyn Informacji"",""Zespół Szkolno-Przedszkolny w Sycynie"",""2017"","""",""https://spsycyn.biposwiata.pl/""
""zsroznowo.oborniki.pl"",""Biuletyn informacji"",""Zespół Szkolno-Przedszkolny w Rożnowie"",""2020"","""",""https://zstoznowo.oborniki.pl/""
""Biuletyn informacji Zespołu Szkolno-Przedszkolnego w Rożnowie"",""Biuletyn Informacji"",""Zespół Szkolno-Przedszkolny w Rożnowie"",""2012"","""",""https://zsroznowo.biposwiata.pl/""
""http://www.spchrustowo.oborniki.pl/"",""Strona internetowa"",""Zespół Szkolno-Przedszkolny w Chrustowie"",""2017"","""",""http://www.spchrustowo.oborniki.pl/""
""Biuletyn Informacji ZSP w Chrustowie"",""Biuletyn informacji"",""Zespół Szkolno-Przedszkolny w Chrustowie"",""2017"","""",""https://spchrustowo.biposwiata.pl/""
""spmaniewo.superszkolna.pl"",""Strona internetowa"",""Zespół Szkolno-Przedszkolny w Maniewie"",""2015"","""",""https://spmaniewo.superszkolna.pl/""
""Biuletyn informacji ZSP Maniewo"",""Biuletyn informacji"",""Zespół szkolno-Przedszkolny w Maniewie"",""2012"","""",""https://spmaniewo.biposwiata.pl/""
""http://www.spobjezierze.oborniki.pl/"",""Strona internetowa"",""Zespół Szkolno-Przedszkolny w Objezierzu"",""2017"","""",""http://www.spobjezierze.oborniki.pl/""
""www.zs.objezierze.pl"",""Strona internetowa"",""Zespół Szkół im. Adama Mickiewicza w Objezierzu"",""2003"","""",""https://www.zs.objezierze.pl/""
""bajeczka.oborniki.pl"",""Strona internetowa"",""Przedszkole nr 1 """"Bajeczka"""" w Obornikach"",""2013"","""",""https://bajeczka.oborniki.pl/""
""www.przedszkole4.oborniki.pl"",""Strona internetowa"",""Przedszkole nr 4 """"Bajka"""" w Obornikach"",""2007"","""",""https://www.przedszkole4.oborniki.pl/""
""Biuletyn Przedszkola """"Bajka"""""",""Biuletyn informacji"",""Przedszkole nr 4 """"Bajka"""" w Obornikach"",""2023"","""",""https://przedszkole4oborniki.biposwiata.pl/""
""zp.oborniki.pl"",""Strona internetowa"",""Zespół Przedszkoli w Obornikach"",""2021"","""",""https://zp.oborniki.pl/""
""opsoborniki.pl"",""Strona internetowa"",""Ośrodek Pomocy Społecznej w Obornikach"",""2019"","""",""http://opsoborniki.pl/""
""BIP Ośrodka Pomocy Społecznej w Obornikach"",""Biuletyn Informacji"",""Ośrodek Pomocy Społecznej w Obornikach"",""2019"","""",""http://www.opsoborniki.pl/bip/""
""Klub """"Senior+"""" w Obornikach"",""profil na portalu społecznościowym"",""Klub Senior+"",""2018"","""",""https://www.facebook.com/profile.php?id=100057609932553""
""Jagiellonka Dom Dzienny Senior+"",""profil na portalu społecznościowym"",""Dzienny Dom Senior+ Jagiellonka"",""2019"","""",""https://www.facebook.com/jagiellonka.jagiellonska""
""Klub Miły Dzień"",""profil na portalu społecznościowym"",""Klub Miły Dzień"",""2023"","""",""https://www.facebook.com/profile.php?id=100062447916472""
""Schronisko dla Bezdomnych Zwierząt """"Azorek"""" w Obornikach"",""Strona internetowa"",""Schronisko dla Bezdomnych Zwierząt """"Azorek"""""",""2013"","""",""https://www.schroniskoazorek.pl/"""
